video_trending_country,video_category_id,trending_appearances,total_views,avg_views,total_likes,rank
Thailand,Film & Animation,1983,1216838548,1721129,41101556,7
Thailand,Comedy,941,2422048944,10764662,50515951,8
Thailand,Howto & Style,852,2679359115,12178905,40890080,9
Thailand,Education,322,299349112,4100673,6238060,10
Tunisia,Gaming,22374,2955825507,629167,108667326,1
Tunisia,Music,19900,5512378009,5113523,127409400,2
Tunisia,Entertainment,11907,3344646307,4697537,102900549,3
Tunisia,People & Blogs,7239,1175653928,1621592,30725739,4
Tunisia,Sports,4511,1250980967,2537487,33462620,5
Tunisia,Comedy,1282,123314564,2021550,5486080,6
Tunisia,News & Politics,1147,140595377,1511778,2193498,7
Tunisia,Howto & Style,890,143906188,992456,6079677,8
Tunisia,Film & Animation,820,245616407,5582191,12976451,9
Tunisia,Education,692,84110894,1401848,3795821,10
Turkey,Gaming,21282,3341644666,266415,119821117,1
Turkey,Music,15353,3073121076,766938,91886990,2
Turkey,Entertainment,11850,16098304799,7261301,456086835,3
Turkey,People & Blogs,4903,11190180951,8350881,244829813,4
Turkey,Sports,3878,3437378740,5018071,94788283,5
Turkey,Film & Animation,1881,827531451,2105678,22302295,6
Turkey,News & Politics,1193,195513071,1013021,4496618,7
Turkey,Comedy,916,2287627097,15456940,46221310,8
Turkey,Howto & Style,880,3981893681,26370157,59401252,9
Turkey,Science & Technology,553,939772901,9124009,35939757,10
Uganda,Music,10462,2506004394,4128508,60443597,1
Uganda,Gaming,6129,805243990,715772,23205594,2
Uganda,People & Blogs,4350,9261604656,36607133,190577716,3
Uganda,Entertainment,4222,9379334247,34231147,236699751,4
Uganda,Sports,3791,1955419869,4269476,44138100,5
Uganda,Comedy,1404,2207801267,38733356,51200580,6
Uganda,News & Politics,1072,123032072,1464668,3739562,7
Uganda,Howto & Style,1016,3427224478,74504880,56149511,8
Uganda,Film & Animation,972,814135279,14802460,28249050,9
Uganda,Education,248,228169076,20742643,3435541,10
Ukraine,Music,18848,2090811694,671423,52607263,1
Ukraine,Gaming,18209,3173770948,475400,118833916,2
Ukraine,People & Blogs,5757,7500237666,9168995,163653457,3
Ukraine,Entertainment,5736,9912140965,12562916,317832675,4
Ukraine,News & Politics,4174,495153875,1130488,17727025,5
Ukraine,Comedy,2735,1713472729,4450579,50368268,6
Ukraine,Film & Animation,1474,611625276,2527377,19697841,7
Ukraine,Sports,1435,2143823418,10882352,57372569,8
Ukraine,Education,431,269180712,5727249,4944496,9
Ukraine,Howto & Style,392,1558392318,38009569,23687471,10
United Arab Emirates,Gaming,21601,5814592543,713797,182852040,1
United Arab Emirates,Entertainment,19301,5939915386,2790003,148737618,2
United Arab Emirates,Music,17180,9942870013,5445164,240194294,3
United Arab Emirates,People & Blogs,8259,1455780472,1474955,37871237,4
United Arab Emirates,Sports,6373,1539987930,1605827,37819419,5
United Arab Emirates,Film & Animation,3959,1501390430,3491606,35655260,6
United Arab Emirates,Comedy,1594,173208288,1698120,8622500,7
United Arab Emirates,News & Politics,1199,161294870,1378589,2453404,8
United Arab Emirates,Education,638,89921565,1998257,4002727,9
United Arab Emirates,Howto & Style,469,112950095,4344234,4005917,10
United Kingdom,Gaming,36150,8615554677,343811,298848579,1
United Kingdom,Entertainment,14396,7442241693,1622110,220484495,2
United Kingdom,Music,12148,7551605662,1680749,308133478,3
United Kingdom,Sports,11828,2807562278,1163515,57031383,4
United Kingdom,People & Blogs,6531,2103873731,1142168,58473733,5
United Kingdom,Film & Animation,3288,2151855607,1905984,66228694,6
United Kingdom,News & Politics,2603,627533831,1455995,7805695,7
United Kingdom,Autos & Vehicles,2145,393302357,1302326,18276319,8
United Kingdom,Comedy,1950,397871780,1025443,19870187,9
United Kingdom,Science & Technology,1557,744282974,2584316,16549523,10
United States,Gaming,33034,8805517881,393103,302169587,1
United States,Music,16126,7879608300,1394374,330549688,2
United States,Entertainment,14157,7792695843,1670818,228023914,3
United States,Sports,10447,2847136295,1371453,58454470,4
United States,People & Blogs,6653,2115753234,1045333,59115785,5
United States,News & Politics,3579,712767452,1142256,8615694,6
United States,Film & Animation,3117,2043465539,1972457,62916686,7
United States,Comedy,1932,409737979,984947,20509853,8
United States,Autos & Vehicles,1865,420266022,1400887,18150802,9
United States,Science & Technology,1532,752911423,2688969,17086153,10
Uruguay,Music,33092,8448354672,5412143,212058358,1
Uruguay,Gaming,21925,4202635375,911635,125201368,2
Uruguay,Entertainment,12898,4668278263,5734986,153011620,3
Uruguay,People & Blogs,8531,1415191095,2870570,32490313,4
Uruguay,Sports,3761,1085533922,2933875,25815255,5
Uruguay,Film & Animation,1436,441510919,6307299,19019382,6
Uruguay,Comedy,903,62120692,1150383,4249686,7
Uruguay,Howto & Style,757,86602725,2986301,2384180,8
Uruguay,News & Politics,643,71384384,1065439,844377,9
Uruguay,Science & Technology,305,126559572,7444681,3071913,10
Venezuela,Gaming,31801,6261643889,307713,197788816,1
Venezuela,Music,25238,8886902151,2862126,261188587,2
Venezuela,Entertainment,14038,4701491946,2231368,157782010,3
Venezuela,People & Blogs,10799,1911047149,742443,43969237,4
Venezuela,Sports,3576,1222361561,2634400,28076667,5
Venezuela,Film & Animation,2174,737152760,1852143,27045879,6
Venezuela,News & Politics,1164,120432744,842187,1462737,7
Venezuela,Howto & Style,914,79165093,1841049,2441602,8
Venezuela,Comedy,792,84816537,1101513,5025891,9
Venezuela,Pets & Animals,315,36829840,2833065,506962,10
Vietnam,Gaming,18525,3276130643,674378,61698137,1
Vietnam,Music,17180,3500249681,1308016,79551594,2
Vietnam,People & Blogs,10051,12472989292,8808608,240499142,3
Vietnam,Entertainment,8801,12445661817,14887155,320664610,4
Vietnam,Sports,1110,1407148026,14506681,28309359,5
Vietnam,Comedy,623,1593424965,40857050,25821978,6
Vietnam,Film & Animation,595,561600783,5974476,13645272,7
Vietnam,Howto & Style,486,2577950662,62876845,36213520,8
Vietnam,News & Politics,453,89305287,3079493,1677292,9
Vietnam,Science & Technology,368,874100744,43705037,28564281,10
Yemen,Gaming,15762,2170097052,824192,74400456,1
Yemen,Music,13629,4111053269,5373926,94056860,2
Yemen,Entertainment,13173,3167652418,4019863,97917769,3
Yemen,People & Blogs,7342,1082080206,1466233,30857187,4
Yemen,Sports,3872,1045462214,2694490,29605217,5
Yemen,Film & Animation,1520,195979808,1399856,6321747,6
Yemen,Comedy,1223,120485182,2273305,5457829,7
Yemen,News & Politics,1015,110752748,1318485,1606370,8
Yemen,Howto & Style,669,69802571,517056,3465530,9
Yemen,Education,590,85787249,2599614,3999333,10
Zimbabwe,Music,11230,1619690462,2428322,45799980,1
Zimbabwe,Entertainment,5244,11326387058,37380815,356162438,2
Zimbabwe,Sports,5181,3223407279,6151541,84632031,3
Zimbabwe,People & Blogs,3656,6812214081,34934431,163096951,4
Zimbabwe,Gaming,3542,977303532,1696708,31975238,5
Zimbabwe,Comedy,1520,2082051214,30174655,54548535,6
Zimbabwe,Film & Animation,1122,731726637,17016899,26806777,7
Zimbabwe,News & Politics,970,182109058,2276363,4349336,8
Zimbabwe,Howto & Style,592,2413222632,83214574,40465343,9
Zimbabwe,Travel & Events,441,617687239,44120517,31421814,10
